name,year_start,year_end,position,height(in),weight,birth_date,college
Rondae Hollis-Jefferson,2016,2018,F,79,220,3-Jan-95,University of Arizona
Ronnie Brewer,2007,2014,G-F,79,220,20-Mar-85,University of Arkansas
Ronnie Lester,1981,1986,G,74,175,1-Jan-59,University of Iowa
Ronnie MacGilvray,1955,1955,G,74,185,20-Jul-30,St. John's University
Ronnie Murphy,1988,1988,F,77,225,29-Jul-64,Jacksonville University
Ronnie Price,2006,2017,G,74,190,21-Jun-83,Utah Valley State College
Ronnie Robinson,1974,1975,F,80,200,9-Mar-51,University of Memphis
Ronnie Valentine,1981,1981,F,79,210,27-Nov-57,Old Dominion University
Ronny Turiaf,2006,2015,F,82,249,13-Jan-83,Gonzaga University
Rony Seikaly,1989,1999,C,83,230,10-May-65,Syracuse University
Rory Sparrow,1981,1992,G,74,175,12-Jun-58,Villanova University
Rory White,1983,1987,F,80,210,16-Aug-59,University of South Alabama
Roshown McLeod,1999,2001,F,80,221,17-Nov-75,Duke University
Rowland Garrett,1973,1977,F,78,210,16-Jul-50,Florida State University
Roy Ebron,1974,1974,C,81,220,31-Aug-51,University of Louisiana at Lafayette
Roy Hamilton,1980,1981,G,74,180,20-Jul-57,"University of California, Los Angeles"
Roy Hibbert,2009,2017,C,86,270,11-Dec-86,Georgetown University
Roy Hinson,1984,1991,F-C,81,210,2-May-61,Rutgers University
Roy Hurley,1947,1947,F-G,74,170,12-Aug-22,Murray State University
Roy Marble,1990,1994,G-F,78,190,13-Dec-66,University of Iowa
Roy McPipe,1975,1975,G,75,205,5-May-50,"Montana State University, Billings"
Roy Pugh,1949,1949,C-F,78,210,16-Oct-22,Southern Methodist University
Roy Rogers,1997,2000,F,82,235,19-Aug-73,University of Alabama
Roy Tarpley,1987,1995,C-F,83,230,28-Nov-64,University of Michigan
Royal Ivey,2005,2014,G,75,200,20-Dec-81,University of Texas at Austin
Royce O'Neale,2018,2018,F,78,215,5-Jun-93,Baylor University
Royce White,2014,2014,F,80,270,10-Apr-91,Iowa State University
Ruben Boumtje-Boumtje,2002,2004,C,85,257,20-May-78,Georgetown University
Ruben Garces,2001,2001,F,81,245,17-Oct-73,Providence College
Ruben Nembhard,1997,1997,G,75,208,20-Feb-72,Weber State University
Ruben Patterson,1999,2008,F,77,224,31-Jul-75,University of Cincinnati
Ruben Wolkowyski,2001,2003,F,82,270,30-Sep-73,
Rubin Russell,1968,1968,G,74,180,7-Nov-44,University of North Texas
Rudy Fernandez,2009,2012,G,78,185,4-Apr-85,
Rudy Gay,2007,2018,F,80,230,17-Aug-86,University of Connecticut
Rudy Gobert,2014,2018,C,85,245,26-Jun-92,
Rudy Hackett,1976,1977,F,81,210,10-May-53,Syracuse University
Rudy LaRusso,1960,1969,F-C,79,220,11-Nov-37,Dartmouth College
Rudy Macklin,1982,1984,F-G,79,205,19-Feb-58,Louisiana State University
Rudy Tomjanovich,1971,1981,F,80,218,24-Nov-48,University of Michigan
Rudy White,1976,1981,G,74,195,23-Jun-53,Arizona State University
Rumeal Robinson,1991,1997,G,74,195,13-Nov-66,University of Michigan
Russ Lee,1973,1975,G-F,77,185,27-Jan-50,Marshall University
Russ Schoene,1983,1989,F-C,82,210,16-Apr-60,University of Tennessee at Chattanooga
Russ Smith,2015,2016,G,73,165,19-Apr-91,University of Louisville
Russell Critchfield,1969,1969,G,70,150,27-Jun-46,University of California
Russell Cross,1984,1984,C,82,215,5-Sep-61,Purdue University
Russell Westbrook,2009,2018,G,75,200,12-Nov-88,"University of California, Los Angeles"
Rusty LaRue,1998,2004,G,74,210,10-Dec-73,Wake Forest University
Ryan Anderson,2009,2018,F,82,240,6-May-88,University of California
Ryan Arcidiacono,2018,2018,G,75,188,26-Mar-94,Villanova University
Ryan Bowen,2000,2010,F,79,215,20-Nov-75,University of Iowa
Ryan Gomes,2006,2014,F,79,250,1-Sep-82,Providence College
Ryan Hollins,2007,2016,C,85,240,10-Oct-84,"University of California, Los Angeles"
Ryan Humphrey,2003,2005,F,80,235,24-Jul-79,University of Notre Dame
Ryan Kelly,2014,2017,F,83,230,9-Apr-91,Duke University
Ryan Lorthridge,1995,1995,G,76,190,27-Jul-72,Jackson State University
Ryan Reid,2012,2012,F,80,232,30-Oct-86,Florida State University
Ryan Robertson,2000,2000,G,77,190,2-Oct-76,University of Kansas
Ryan Stack,1999,2000,F,83,215,24-Jul-75,University of South Carolina
Salah Mejri,2016,2018,C,85,245,15-Jun-86,
Salim Stoudamire,2006,2008,G,73,179,11-Oct-82,University of Arizona
Sam Bowie,1985,1995,C-F,85,235,17-Mar-61,University of Kentucky
Sam Cash,1973,1973,F,80,230,13-Nov-50,"University of California, Riverside"
Sam Cassell,1994,2008,G,75,185,18-Nov-69,Florida State University
Sam Dekker,2016,2018,F,81,230,6-May-94,University of Wisconsin
Sam Jacobson,1999,2001,G-F,76,215,22-Jul-75,University of Minnesota
Sam Jones,1958,1969,G-F,76,198,24-Jun-33,North Carolina Central University
Sam Lacey,1971,1983,C,82,235,28-Mar-48,New Mexico State University
Sam Mack,1993,2002,F-G,79,220,26-May-70,University of Houston
Sam Mitchell,1990,2002,F,78,210,2-Sep-63,Mercer University
Sam Pellom,1980,1983,F-C,81,225,2-Oct-51,"University at Buffalo, State University of New York"
Sam Perkins,1985,2001,F-C,81,235,14-Jun-61,University of North Carolina
Sam Ranzino,1952,1952,G,73,185,23-Jun-28,North Carolina State University
Sam Sibert,1973,1973,F,79,215,11-Feb-49,Kentucky State University
Sam Smith,1968,1971,F,79,230,27-Jan-44,Kentucky Wesleyan College
Sam Smith,1979,1980,G,76,200,8-Jan-55,"University of Nevada, Las Vegas"
Sam Stith,1962,1962,G,74,185,22-Jul-37,St. Bonaventure University
Sam Vincent,1986,1992,G,74,185,18-May-63,Michigan State University
Sam Williams,1969,1970,G,75,180,22-Jan-45,University of Iowa
Sam Williams,1982,1985,F,80,210,7-Mar-59,Arizona State University
Sam Worthen,1981,1982,G,77,195,17-Jan-58,Marquette University
Sam Young,2010,2013,F,78,220,1-Jun-85,University of Pittsburgh
Samaki Walker,1997,2006,F,81,240,25-Feb-76,University of Louisville
Samardo Samuels,2011,2013,F,81,260,9-Jan-89,University of Louisville
Samuel Dalembert,2002,2015,C,83,255,10-May-81,Seton Hall University
Samuel Little,1970,1970,G,73,180,29-Mar-46,Delta State University
Samuel Robinson,1971,1972,F,79,190,1-Jan-48,"California State University, Long Beach"
Samuel Watts,1971,1971,G,75,185,14-Mar-48,Florida Agricultural and Mechanical University
Sarunas Jasikevicius,2006,2007,G,76,195,5-Mar-76,University of Maryland
Sarunas Marciulionis,1990,1997,G,77,200,13-Jun-64,
Sasha Danilovic,1996,1997,G,77,200,26-Feb-70,
Sasha Kaun,2016,2016,C,83,260,8-May-85,University of Kansas
Sasha Pavlovic,2004,2013,G-F,80,220,15-Nov-83,
Sasha Vujacic,2005,2017,G,79,195,8-Mar-84,
Saul Mariaschin,1948,1948,G,71,165,1-Sep-24,Harvard University
Scooter McCray,1984,1987,F-G,81,215,8-Feb-60,University of Louisville
Scot Pollard,1998,2008,C,83,265,12-Feb-75,University of Kansas
Scott Brooks,1989,1998,G,71,165,31-Jul-65,"University of California, Irvine"
Scott Burrell,1994,2001,G-F,79,218,12-Jan-71,University of Connecticut
Scott English,1973,1975,F,78,205,20-Oct-50,University of Texas at El Paso
Scott Haffner,1990,1991,G,75,180,2-Feb-66,University of Evansville
Scott Haskin,1994,1994,C-F,83,250,19-Sep-70,Oregon State University
Scott Hastings,1983,1993,F-C,82,235,3-Jun-60,University of Arkansas
Scott Lloyd,1977,1983,C-F,82,230,19-Dec-52,Arizona State University
Scott Machado,2013,2013,G,73,205,8-Jun-90,Iona College
Scott May,1977,1983,F,79,215,19-Mar-54,Indiana University
Scott Meents,1990,1991,F,82,225,4-Jan-64,University of Illinois at Urbana-Champaign
Scott Padgett,2000,2007,F,81,240,19-Apr-76,University of Kentucky
Scott Roth,1988,1990,F,80,212,3-Jun-63,University of Wisconsin
Scott Sims,1978,1978,G,73,170,18-Apr-55,University of Missouri
Scott Skiles,1987,1996,G,73,180,5-Mar-64,Michigan State University
Scott Wedman,1975,1987,F-G,79,215,29-Jul-52,University of Colorado
Scott Williams,1991,2005,F-C,82,230,21-Mar-68,University of North Carolina
Scottie Pippen,1988,2004,F-G,80,210,25-Sep-65,University of Central Arkansas
Scotty Hopson,2014,2014,G,79,204,8-Aug-89,University of Tennessee
Sean Colson,2001,2001,G,73,175,1-Jul-75,University of North Carolina at Charlotte
Sean Elliott,1990,2001,F,80,205,2-Feb-68,University of Arizona
Sean Green,1992,1994,G-F,77,210,2-Feb-70,Iona College
Sean Higgins,1991,1998,G-F,81,205,30-Dec-68,University of Michigan
Sean Kilpatrick,2015,2018,G,76,210,6-Jan-90,University of Cincinnati
Sean Lampley,2003,2004,F,79,227,3-Sep-79,University of California
Sean Marks,1999,2011,F-C,82,250,23-Aug-75,University of California
Sean May,2006,2010,F,81,266,4-Apr-84,University of North Carolina
Sean Rooks,1993,2004,C,82,250,9-Sep-69,University of Arizona
Sean Singletary,2009,2009,G,73,185,6-Sep-85,University of Virginia
Sean Williams,2008,2012,C-F,82,235,13-Sep-86,Boston College
Sebastian Telfair,2005,2015,G,73,165,9-Jun-85,
Sedale Threatt,1984,1997,G,74,175,10-Sep-61,West Virginia University Institute of Technology
Sedric Toney,1986,1994,G,74,178,13-Apr-62,University of Dayton
Semaj Christon,2017,2017,G,75,190,1-Nov-92,Xavier University
Semi Ojeleye,2018,2018,F,79,241,5-Dec-94,Southern Methodist University
Semih Erden,2011,2012,C,85,240,28-Jul-86,
Serge Ibaka,2010,2018,F-C,82,235,18-Sep-89,
Sergei Bazarevich,1995,1995,G,74,168,16-Mar-65,
Sergei Monia,2006,2006,F,80,220,15-Apr-83,
Sergey Karasev,2014,2016,G-F,79,208,26-Oct-93,
Sergio Rodriguez,2007,2017,G,75,176,12-Jun-86,
Seth Curry,2014,2017,G,74,185,23-Aug-90,Duke University
Shabazz Muhammad,2014,2018,F-G,78,223,13-Nov-92,"University of California, Los Angeles"
Shabazz Napier,2015,2018,G,73,175,14-Jul-91,University of Connecticut
Shaler Halimon,1969,1973,G-F,77,199,30-Mar-45,Utah State University
Shammond Williams,1999,2007,G,73,201,5-Apr-75,University of North Carolina
Shandon Anderson,1997,2006,F-G,78,208,31-Dec-73,University of Georgia
Shane Battier,2002,2014,F,80,220,9-Sep-78,Duke University
Shane Edwards,2014,2014,F,79,220,31-May-87,University of Arkansas at Little Rock
Shane Heal,1997,2004,G,73,180,6-Sep-70,
Shane Larkin,2014,2018,G,71,175,2-Oct-92,University of Miami
Shannon Brown,2007,2015,G,76,205,29-Nov-85,Michigan State University
Shaquille O'Neal,1993,2011,C,85,325,6-Mar-72,Louisiana State University
Shareef Abdur-Rahim,1997,2008,F,81,225,11-Dec-76,University of California
Sharone Wright,1995,1998,F-C,83,260,30-Jan-73,Clemson University
Sharrod Ford,2006,2006,F,81,225,9-Jan-82,Clemson University
Shaun Livingston,2005,2018,G,79,192,11-Sep-85,
Shavlik Randolph,2006,2015,F,82,240,24-Nov-83,Duke University
Shawn Bradley,1994,2005,C,90,235,22-Mar-72,Brigham Young University
Shawn Kemp,1990,2003,F-C,82,230,26-Nov-69,Trinity Valley Community College
Shawn Long,2017,2017,C-F,81,255,29-Jan-93,University of Louisiana at Lafayette
Shawn Marion,2000,2015,F,79,220,7-May-78,"University of Nevada, Las Vegas"
Shawn Respert,1996,1999,G,73,195,6-Feb-72,Michigan State University
Shawne Williams,2007,2015,F,81,225,16-Feb-86,University of Memphis
Shawnelle Scott,1997,2002,C,82,250,16-Jun-72,St. John's University
Shayne Whittington,2015,2016,F-C,83,250,27-Mar-91,Western Michigan University
Shea Seals,1998,1998,G,77,210,26-Aug-75,University of Tulsa
Shelden Williams,2007,2012,F,81,250,21-Oct-83,Duke University
Sheldon Mac,2017,2017,G,77,200,21-Dec-92,University of Miami
Shellie McMillon,1959,1962,F,77,205,11-Mar-36,Bradley University
Shelton Jones,1989,1989,F,81,210,6-Apr-66,St. John's University
Shelvin Mack,2012,2018,G,75,203,22-Apr-90,Butler University
Sherell Ford,1996,1996,F,79,210,26-Aug-72,University of Illinois at Chicago
Sherman Douglas,1990,2001,G,73,180,15-Sep-66,Syracuse University
Sherron Collins,2011,2011,G,71,205,18-Mar-87,University of Kansas
Sherwin Raiken,1953,1953,G,74,185,29-Oct-28,Villanova University
Si Green,1957,1966,G-F,74,185,20-Aug-33,Duquesne University
Sid Catlett,1972,1972,F,78,230,18-Apr-48,University of Notre Dame
Sid Tanenbaum,1948,1949,G,73,160,8-Oct-25,New York University
Sidney Green,1984,1993,F-C,81,220,4-Jan-61,"University of Nevada, Las Vegas"
Sidney Lowe,1984,1990,G,73,195,21-Jan-60,North Carolina State University
Sidney Moncrief,1980,1991,G,75,180,21-Sep-57,University of Arkansas
Sidney Wicks,1972,1981,F-C,80,225,19-Sep-49,"University of California, Los Angeles"
Sim Bhullar,2015,2015,C,89,360,2-Dec-92,New Mexico State University
Simmie Hill,1970,1974,F,79,233,14-Nov-46,West Texas A&M University
Sindarius Thornwell,2018,2018,G,77,212,15-Nov-94,University of South Carolina
Skal Labissiere,2017,2018,F,83,225,18-Mar-96,University of Kentucky
Skeeter Henry,1994,1994,G,79,190,8-Dec-67,University of Oklahoma
Skeeter Swift,1970,1974,G,75,204,19-Jun-46,East Tennessee State University
Skip Harlicka,1969,1969,G,73,185,14-Oct-46,University of South Carolina
Skip Thoren,1968,1970,C,82,230,5-Apr-43,University of Illinois at Urbana-Champaign
Skip Wise,1976,1976,G,74,170,25-Jul-55,Clemson University
Skippy Whitaker,1955,1955,G,73,180,29-Aug-30,University of Kentucky
Slater Martin,1950,1960,G,70,170,22-Oct-25,University of Texas at Austin
Slavko Vranes,2004,2004,C,89,275,30-Jan-83,
Sleepy Floyd,1983,1995,G,75,170,6-Mar-60,Georgetown University
Slick Leonard,1957,1963,G,75,185,17-Jul-32,Indiana University
Slick Watts,1974,1979,G,73,175,22-Jul-51,Xavier University of Louisiana
Sly Williams,1980,1986,F-G,79,210,26-Jan-58,University of Rhode Island
Smush Parker,2003,2008,G,76,190,1-Jun-81,Fordham University
Solomon Alabi,2011,2012,C,85,251,21-Mar-88,Florida State University
Solomon Hill,2014,2017,F,79,225,18-Mar-91,University of Arizona
Solomon Jones,2007,2014,F,82,230,16-Jul-84,University of South Florida
Sonny Dove,1968,1972,F,79,198,16-Aug-45,St. John's University
Sonny Hertzberg,1947,1951,G,70,175,29-Jul-22,City College of New York
Sonny Parker,1977,1982,F-G,78,200,22-Mar-55,Texas A&M University
Sonny Weems,2009,2016,G-F,78,205,8-Jul-86,University of Arkansas
Soumaila Samake,2001,2003,C,85,230,18-Mar-78,
Speedy Claxton,2002,2009,G,71,166,8-May-78,Hofstra University
Spencer Dinwiddie,2015,2018,G,78,200,6-Apr-93,University of Colorado
Spencer Hawes,2008,2017,C-F,85,245,28-Apr-88,University of Washington
Spencer Haywood,1970,1983,F-C,80,225,22-Apr-49,University of Detroit Mercy
Spider Bennett,1969,1969,G,75,190,4-Aug-43,Winston-Salem State University
Spud Webb,1986,1998,G,66,133,13-Jul-63,North Carolina State University
Stacey Arceneaux,1962,1962,F,76,210,17-Feb-36,Iowa State University
Stacey Augmon,1992,2006,F-G,80,205,1-Aug-68,"University of Nevada, Las Vegas"
Stacey King,1990,1997,F-C,83,230,29-Jan-67,University of Oklahoma
Stan Brown,1948,1952,F,75,200,27-Jun-29,
Stan Kimbrough,1990,1993,G,71,153,24-Apr-66,Xavier University
Stan Love,1972,1975,F,81,215,9-Apr-49,University of Oregon
Stan McKenzie,1968,1974,F-G,77,195,6-Oct-44,New York University
Stan Miasek,1947,1953,C-F,77,210,19-Sep-23,
Stan Noszka,1947,1949,G,73,185,9-Sep-20,Duquesne University
Stan Patrick,1950,1950,F-G,74,185,5-May-22,University of Illinois at Urbana-Champaign
Stan Pietkiewicz,1979,1981,G-F,77,200,14-Jul-56,Auburn University
Stan Stutz,1947,1949,G-F,70,170,14-Apr-20,University of Rhode Island
Stan Washington,1975,1975,G,76,190,23-Jan-52,University of San Diego
Stanislav Medvedenko,2001,2007,F,82,250,4-Apr-79,
Stanley Brundy,1990,1990,F,78,210,13-Nov-67,DePaul University
Stanley Jackson,1994,1994,G,75,185,10-Oct-70,University of Alabama at Birmingham
Stanley Johnson,2016,2018,F,79,245,29-May-96,University of Arizona
Stanley Roberts,1992,2000,C,85,285,7-Feb-70,Louisiana State University
Stefano Rusconi,1996,1996,C-F,81,240,2-Oct-68,
Steffond Johnson,1987,1987,F,80,240,4-Nov-62,San Diego State University
Stephane Lasme,2008,2008,F,80,215,17-Dec-82,University of Massachusetts Amherst
Stephen Chubin,1968,1970,G,74,200,8-Feb-44,University of Rhode Island
Stephen Curry,2010,2018,G,75,190,14-Mar-88,Davidson College
Stephen Graham,2006,2011,G,78,215,11-Jun-82,Oklahoma State University
Stephen Howard,1993,1998,F,81,225,15-Jul-70,DePaul University
Stephen Jackson,2001,2014,F-G,80,218,5-Apr-78,Butler County Community College
Stephen Previs,1973,1973,G,75,183,9-Feb-50,University of North Carolina
Stephen Thompson,1992,1992,G,76,185,2-Dec-68,Syracuse University
Stephen Vacendak,1968,1970,G,73,185,15-Aug-44,Duke University
Stephen Wilson,1971,1972,G,77,185,16-Oct-48,Hanover College
Stephen Zimmerman,2017,2017,C,85,240,9-Sep-96,"University of Nevada, Las Vegas"
Stephon Marbury,1997,2009,G,74,180,20-Feb-77,Georgia Institute of Technology
Sterling Brown,2018,2018,G,77,225,10-Feb-95,Southern Methodist University
Steve Alford,1988,1991,G,74,183,23-Nov-64,Indiana University
Steve Bardo,1992,1996,G,77,190,5-Apr-68,University of Illinois at Urbana-Champaign
Steve Blake,2004,2016,G,75,172,26-Feb-80,University of Maryland
Steve Bracey,1973,1975,G,73,175,1-Aug-50,University of Tulsa
Steve Bucknall,1990,1990,G,78,215,17-Mar-66,University of North Carolina
Steve Burtt,1985,1993,G,74,185,5-Nov-62,Iona College
Steve Colter,1985,1995,G,75,165,24-Jul-62,New Mexico State University
Steve Courtin,1965,1965,G,73,188,21-Sep-42,Saint Joseph's University
Steve Downing,1974,1975,C,80,225,9-Sep-50,Indiana University
Steve Francis,2000,2008,G,75,195,21-Feb-77,University of Maryland
Steve Goodrich,2001,2002,F,82,220,18-Mar-76,Princeton University
Steve Green,1976,1979,F,79,220,4-Oct-53,Indiana University
Steve Hamer,1997,1997,C,85,245,13-Nov-73,University of Tennessee
Steve Hamilton,1959,1960,F-C,78,190,30-Nov-35,Morehead State University
Steve Harris,1986,1990,G,77,195,15-Oct-63,University of Tulsa
Steve Hawes,1975,1984,C-F,81,220,26-May-50,University of Washington
Steve Hayes,1982,1986,C,85,205,2-Aug-55,Idaho State University
Steve Henson,1991,1999,G,71,177,2-Feb-68,Kansas State University
Steve Johnson,1982,1991,C-F,82,235,3-Nov-57,Oregon State University
Steve Jones,1968,1976,G-F,77,205,17-Oct-42,University of Oregon
Steve Kerr,1989,2003,G,75,175,27-Sep-65,University of Arizona
Steve Kuberski,1970,1978,F-C,80,215,6-Nov-47,Bradley University
Steve Lingenfelter,1983,1984,F,81,225,10-Jun-58,South Dakota State University
Steve Malovic,1980,1980,F,82,230,21-Jul-56,San Diego State University
Steve Mix,1970,1983,F,79,215,30-Dec-47,University of Toledo
Steve Nash,1997,2014,G,75,195,7-Feb-74,Santa Clara University
Steve Novak,2007,2017,F,82,225,13-Jun-83,Marquette University
Steve Patterson,1972,1976,C,81,225,24-Jun-48,"University of California, Los Angeles"
Steve Scheffler,1991,1997,C-F,81,250,3-Sep-67,Purdue University
Steve Sheppard,1978,1979,F,78,215,21-Mar-54,University of Maryland
Steve Smith,1992,2005,G,79,200,31-Mar-69,Michigan State University
Steve Stipanovich,1984,1988,C,83,245,17-Nov-60,University of Missouri
Steven Adams,2014,2018,C,85,255,20-Jul-93,University of Pittsburgh
Steven Hill,2009,2009,C,85,248,14-Nov-85,University of Arkansas
Steven Hunter,2002,2010,C,85,220,31-Oct-81,DePaul University
Steven Kramer,1968,1970,G-F,77,200,1-Jan-45,Brigham Young University
Steven Smith,2007,2007,F,80,235,12-Apr-83,La Salle University
Stevin Smith,1997,1997,G,74,208,24-Jan-72,Arizona State University
Stew Johnson,1968,1976,F-C,80,220,19-Aug-44,Murray State University
